age,workclass,final_weight,education,Learning years,marital-status,occupation,relationship,sex,capital-gain,capital-loss,Workrate,native-country,label,Id,Difference
38,Local-gov,107513,HS-grad,9,Married-civ-spouse,Transport-moving,1,2,0,0,40,1,1,110,0
60,Private,227266,HS-grad,9,Divorced,Sales,3,1,0,0,33,1,1,111,0
51,Private,146574,Masters,14,Married-civ-spouse,Exec-managerial,1,2,0,0,50,1,0,112,0
26,Private,248990,11th,7,Married-civ-spouse,Adm-clerical,1,2,0,0,40,1,0,113,0
47,Federal-gov,55377,Bachelors,13,Never-married,Adm-clerical,5,2,0,0,40,1,0,114,0
53,Private,149217,HS-grad,9,Married-civ-spouse,Craft-repair,1,2,0,0,40,Puerto-Rico,1,115,0
25,Private,185952,Masters,14,Never-married,Prof-specialty,3,2,0,0,30,1,1,116,0
19,Private,344414,Some-college,10,Never-married,Transport-moving,2,2,0,0,40,1,1,117,0
57,Private,145189,Some-college,10,Never-married,Adm-clerical,3,1,0,0,40,1,1,118,0
33,Private,113326,Some-college,10,Married-civ-spouse,Craft-repair,1,2,0,0,50,1,1,119,0
34,Private,228873,Bachelors,13,Never-married,Exec-managerial,2,2,0,0,40,1,1,120,0
40,Federal-gov,298635,Masters,14,Married-civ-spouse,Tech-support,1,2,0,1902,40,Philippines,0,121,-1902
50,Private,343847,HS-grad,9,Married-civ-spouse,Protective-serv,1,2,0,0,38,1,0,122,0
43,Private,298161,HS-grad,9,Married-civ-spouse,2,4,1,0,0,40,Nicaragua,1,123,0
19,Private,560804,Some-college,10,Never-married,Adm-clerical,2,1,0,0,30,1,1,124,0
24,Private,229826,HS-grad,9,Never-married,Sales,3,2,0,0,30,1,1,125,0
53,Private,88725,HS-grad,9,Never-married,Craft-repair,3,1,0,0,40,,1,126,0
40,Private,202565,Assoc-acdm,12,Married-civ-spouse,Sales,1,2,0,0,52,1,1,127,0
52,Private,156953,HS-grad,9,Married-civ-spouse,Handlers-cleaners,1,2,0,0,40,1,0,128,0
31,Private,231263,Bachelors,13,Divorced,Exec-managerial,3,2,4650,0,45,1,1,129,4650
35,Private,139364,HS-grad,9,Married-civ-spouse,Sales,1,2,0,1902,40,1,0,130,-1902
20,Private,221661,HS-grad,9,Married-civ-spouse,Adm-clerical,4,1,0,0,40,Mexico,1,131,0
38,Private,278557,Bachelors,13,Married-civ-spouse,Sales,1,2,0,0,50,1,0,132,0
59,Private,368005,11th,7,Married-civ-spouse,Craft-repair,1,2,0,0,40,1,1,133,0
21,Private,145119,Some-college,10,Never-married,Other-service,2,2,0,0,20,1,1,134,0
45,Private,30289,12th,8,Married-civ-spouse,Craft-repair,1,2,0,0,40,1,1,135,0
24,Private,200819,12th,8,Never-married,Sales,3,2,0,0,40,1,1,136,0
32,Private,169589,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,1,2,0,0,40,1,0,137,0
39,Local-gov,149833,Bachelors,13,Divorced,Prof-specialty,5,1,0,0,40,1,1,138,0
49,Private,340755,Masters,14,Married-civ-spouse,Sales,1,2,0,0,40,1,0,139,0
36,Private,20507,HS-grad,9,Married-civ-spouse,Craft-repair,1,2,7688,0,50,1,0,140,7688
66,Private,142501,HS-grad,9,Never-married,Other-service,6,1,0,0,3,1,1,141,0
57,Private,136107,9th,5,Married-civ-spouse,Craft-repair,1,2,0,0,40,1,0,142,0
34,,177304,10th,6,Divorced,,3,2,0,0,40,Columbia,1,143,0
34,Private,190385,Masters,14,Never-married,Prof-specialty,3,1,0,0,40,1,0,144,0
36,Local-gov,357720,Assoc-voc,11,Never-married,Prof-specialty,3,1,0,0,40,1,1,145,0
59,Private,99131,Masters,14,Widowed,Exec-managerial,3,1,0,0,40,1,0,146,0
46,Private,203039,Bachelors,13,Married-civ-spouse,Sales,1,2,0,0,48,1,1,147,0
40,Federal-gov,121012,Bachelors,13,Married-civ-spouse,Adm-clerical,1,2,7298,0,48,1,0,148,7298
73,,84390,Assoc-voc,11,Married-spouse-absent,,3,1,0,0,32,1,1,149,0
23,Private,23037,12th,8,Never-married,Handlers-cleaners,2,2,0,0,40,1,1,150,0
30,State-gov,361497,Bachelors,13,Married-civ-spouse,Protective-serv,1,2,0,0,72,1,0,151,0
57,Private,78707,HS-grad,9,Never-married,Adm-clerical,2,1,0,0,40,1,1,152,0
56,Private,179641,HS-grad,9,Never-married,Prof-specialty,3,1,0,0,45,1,1,153,0
35,,195946,Some-college,10,Married-civ-spouse,,1,2,0,0,40,Philippines,0,154,0
42,Private,185057,HS-grad,9,Separated,Adm-clerical,5,1,0,0,35,Scotland,1,155,0
18,Private,169652,11th,7,Never-married,Other-service,2,1,0,0,12,1,1,156,0
35,Self-emp-not-inc,31095,Some-college,10,Separated,Farming-fishing,3,2,4101,0,60,1,1,157,4101
39,Local-gov,316582,Masters,14,Never-married,Prof-specialty,3,1,0,0,55,1,1,158,0
52,Private,75839,Some-college,10,Married-civ-spouse,Tech-support,1,2,0,0,40,1,1,159,0
51,Private,120270,Assoc-voc,11,Married-civ-spouse,Sales,1,2,0,0,40,1,0,160,0
29,Private,82393,HS-grad,9,Never-married,2,2,2,0,0,40,Germany,1,161,0
34,Local-gov,105540,Bachelors,13,Married-civ-spouse,Prof-specialty,1,2,0,2051,40,1,1,162,-2051
23,Private,407684,9th,5,Never-married,2,6,1,0,0,40,Mexico,1,163,0
36,Private,173804,Some-college,10,Never-married,Sales,3,1,0,0,35,1,1,164,0
49,Local-gov,337768,Masters,14,Married-civ-spouse,Exec-managerial,1,2,0,0,50,1,0,165,0
42,Private,147099,HS-grad,9,Divorced,Other-service,5,1,0,0,30,1,1,166,0
53,Private,291755,Assoc-voc,11,Married-civ-spouse,Craft-repair,1,2,0,0,40,1,1,167,0
25,Private,338013,Some-college,10,Divorced,Tech-support,3,1,0,0,40,1,1,168,0
48,Self-emp-inc,125892,Some-college,10,Married-civ-spouse,Sales,1,2,0,0,38,1,0,169,0
41,Self-emp-inc,60949,HS-grad,9,Divorced,Craft-repair,3,2,0,0,55,1,1,170,0
38,Private,29702,Bachelors,13,Married-civ-spouse,Exec-managerial,1,2,0,0,45,1,0,171,0
22,Private,341227,Some-college,10,Never-married,Adm-clerical,3,2,0,0,20,1,1,172,0
45,Private,255348,Some-college,10,Divorced,Exec-managerial,3,1,0,0,40,1,1,173,0
33,Private,202046,Bachelors,13,Never-married,Handlers-cleaners,3,2,0,2001,40,1,1,174,-2001
40,Private,99373,10th,6,Divorced,2,5,1,0,0,40,1,1,175,0
24,Private,353696,Some-college,10,Never-married,Other-service,2,2,0,0,20,Canada,1,176,0
32,Self-emp-not-inc,210926,11th,7,Separated,Handlers-cleaners,5,1,0,0,40,Nicaragua,1,177,0
39,Private,230054,Masters,14,Married-civ-spouse,Prof-specialty,1,2,0,0,50,1,0,178,0
34,Private,381153,HS-grad,9,Married-civ-spouse,Exec-managerial,1,2,0,0,40,1,0,179,0
20,Private,203240,Assoc-acdm,12,Never-married,Adm-clerical,3,1,0,0,30,1,1,180,0
33,Self-emp-not-inc,167476,11th,7,Divorced,Handlers-cleaners,3,2,0,0,7,1,1,181,0
25,Private,200408,Some-college,10,Never-married,Tech-support,3,2,2174,0,40,1,1,182,2174
20,Private,130959,Some-college,10,Never-married,Other-service,2,2,0,0,20,1,1,183,0
40,Federal-gov,544792,Some-college,10,Married-civ-spouse,Farming-fishing,1,2,0,0,40,1,1,184,0
33,Private,111567,Masters,14,Married-civ-spouse,Exec-managerial,1,2,0,1902,45,Germany,0,185,-1902
47,Local-gov,51579,Some-college,10,Married-civ-spouse,Protective-serv,1,2,0,0,50,1,1,186,0
50,Private,108435,Masters,14,Married-civ-spouse,Exec-managerial,1,2,99999,0,60,1,0,187,99999
64,Private,265661,HS-grad,9,Married-civ-spouse,Transport-moving,1,2,0,0,40,1,1,188,0
43,Private,477983,HS-grad,9,Married-civ-spouse,Handlers-cleaners,1,2,0,0,40,1,1,189,0
31,Private,162572,HS-grad,9,Never-married,Other-service,2,2,0,0,16,1,1,190,0
36,Private,150601,Prof-school,15,Married-civ-spouse,Prof-specialty,1,2,0,0,50,,1,191,0
43,Self-emp-not-inc,180599,HS-grad,9,Never-married,Craft-repair,3,2,0,0,35,1,1,192,0
27,Private,178709,Masters,14,Never-married,2,3,1,0,0,40,1,1,193,0
29,Private,37933,12th,8,Married-spouse-absent,Other-service,3,1,0,0,40,1,1,194,0
24,Private,161092,Some-college,10,Married-civ-spouse,Adm-clerical,1,2,7298,0,40,1,0,195,7298
58,Private,225603,9th,5,Divorced,Farming-fishing,3,2,0,0,40,1,1,196,0
31,Private,87891,Some-college,10,Married-civ-spouse,Adm-clerical,1,2,0,0,40,1,1,197,0
41,Private,277488,7th-8th,4,Married-civ-spouse,Farming-fishing,1,2,0,0,36,1,1,198,0
40,Private,174515,HS-grad,9,Widowed,2,5,1,0,0,40,1,1,199,0
28,Private,208965,9th,5,Never-married,2,5,2,0,0,40,Mexico,1,200,0
67,Self-emp-inc,182581,Some-college,10,Married-civ-spouse,Exec-managerial,1,2,20051,0,20,1,0,201,20051
45,Private,256649,HS-grad,9,Married-civ-spouse,2,1,2,0,0,40,1,1,202,0
44,Federal-gov,206553,Assoc-voc,11,Divorced,Tech-support,3,2,0,0,40,1,1,203,0
62,Federal-gov,125155,HS-grad,9,Married-civ-spouse,Adm-clerical,1,2,0,0,38,1,1,204,0
39,Private,83893,HS-grad,9,Married-civ-spouse,Adm-clerical,1,2,0,0,40,1,0,205,0
25,Private,104662,HS-grad,9,Never-married,Other-service,5,1,0,0,22,1,1,206,0
21,Private,187643,HS-grad,9,Separated,Other-service,3,1,0,0,40,1,1,207,0
62,,123612,Bachelors,13,Married-civ-spouse,,1,2,0,0,4,1,1,208,0
48,Private,202467,Bachelors,13,Married-civ-spouse,Prof-specialty,1,2,0,1485,40,1,0,209,-1485
25,Private,295108,HS-grad,9,Never-married,Handlers-cleaners,5,1,0,0,25,1,1,210,0
50,Private,140516,HS-grad,9,Married-civ-spouse,Protective-serv,1,2,0,0,40,1,0,211,0
32,Private,157747,Some-college,10,Married-civ-spouse,Prof-specialty,1,2,0,0,40,1,1,212,0
50,Private,209464,HS-grad,9,Separated,Other-service,5,1,0,0,35,1,1,213,0
26,Private,133756,HS-grad,9,Divorced,Farming-fishing,3,2,0,0,40,Philippines,1,214,0
51,Local-gov,168539,Bachelors,13,Married-civ-spouse,Exec-managerial,1,2,0,0,50,1,0,215,0
49,Self-emp-inc,201498,HS-grad,9,Married-civ-spouse,Craft-repair,1,2,0,0,40,1,1,216,0
45,State-gov,127089,Masters,14,Divorced,Exec-managerial,3,2,0,0,45,1,1,217,0
51,Self-emp-not-inc,306784,HS-grad,9,Married-civ-spouse,Exec-managerial,1,2,0,0,30,1,1,218,0
45,Local-gov,311080,Some-college,10,Married-civ-spouse,Adm-clerical,1,2,0,0,40,1,0,219,0
50,Self-emp-not-inc,146603,Prof-school,15,Married-civ-spouse,Prof-specialty,1,2,0,0,40,1,0,220,0
21,,278391,Some-college,10,Never-married,,2,2,0,0,16,1,1,221,0
32,Private,136480,Bachelors,13,Married-civ-spouse,Sales,1,2,0,0,60,1,0,222,0
22,Private,180060,Bachelors,13,Never-married,Exec-managerial,5,2,0,0,40,1,1,223,0
17,Self-emp-not-inc,368700,11th,7,Never-married,Farming-fishing,2,2,0,0,10,1,1,224,0
45,Private,99385,HS-grad,9,Divorced,Adm-clerical,3,1,0,0,40,Canada,1,225,0
41,Private,69333,HS-grad,9,Married-civ-spouse,Craft-repair,1,2,0,0,45,1,0,226,0
58,Private,103540,7th-8th,4,Married-civ-spouse,Transport-moving,1,2,0,0,40,1,1,227,0
26,Private,124111,Assoc-acdm,12,Never-married,Prof-specialty,3,1,0,0,36,1,1,228,0
42,Self-emp-not-inc,303044,HS-grad,9,Married-civ-spouse,Farming-fishing,1,2,0,0,40,Cambodia,0,229,0
55,Self-emp-not-inc,157486,Masters,14,Married-civ-spouse,Prof-specialty,1,2,7298,0,40,1,0,230,7298
65,,105017,Bachelors,13,Married-civ-spouse,,1,2,0,0,40,1,1,231,0
70,Self-emp-inc,232871,Some-college,10,Married-civ-spouse,Exec-managerial,1,2,0,0,30,1,1,232,0
57,Private,173832,Bachelors,13,Married-civ-spouse,Sales,1,2,0,1902,40,1,0,233,-1902
63,,149698,Some-college,10,Married-civ-spouse,,1,2,0,0,15,1,1,234,0
34,Private,77271,HS-grad,9,Never-married,Exec-managerial,5,1,0,0,20,England,1,235,0
55,Private,141727,Bachelors,13,Married-civ-spouse,Adm-clerical,4,1,3464,0,40,1,1,236,3464
47,Private,73064,7th-8th,4,Married-civ-spouse,2,4,1,0,0,35,1,1,237,0
48,Private,168283,Some-college,10,Married-civ-spouse,Transport-moving,1,2,0,0,45,1,0,238,0
51,Private,101722,7th-8th,4,Married-civ-spouse,Exec-managerial,1,2,3908,0,47,1,1,239,3908
60,Self-emp-not-inc,52900,HS-grad,9,Married-civ-spouse,Craft-repair,1,2,0,0,42,1,0,240,0
52,Private,318975,HS-grad,9,Divorced,Adm-clerical,5,1,0,0,40,Cuba,1,241,0
38,Private,48093,HS-grad,9,Married-civ-spouse,Handlers-cleaners,1,2,0,0,40,1,1,242,0
31,Private,148600,HS-grad,9,Married-civ-spouse,2,1,2,0,0,40,1,1,243,0
27,Private,132963,HS-grad,9,Married-civ-spouse,Handlers-cleaners,1,2,0,0,40,1,1,244,0
54,Local-gov,238257,Bachelors,13,Never-married,Prof-specialty,3,2,0,0,50,1,1,245,0
51,Private,200576,Some-college,10,Divorced,Adm-clerical,3,1,0,0,63,1,1,246,0
38,Private,40319,Some-college,10,Divorced,Exec-managerial,3,1,0,0,42,1,1,247,0
46,Private,178829,Masters,14,Married-spouse-absent,Exec-managerial,3,2,0,0,70,1,0,248,0
53,Private,102615,11th,7,Divorced,Transport-moving,3,2,0,0,40,Canada,1,249,0
24,Private,183410,Some-college,10,Never-married,Sales,2,1,0,0,17,1,1,250,0
47,Self-emp-not-inc,26145,Assoc-voc,11,Married-civ-spouse,Sales,1,2,0,0,40,1,0,251,0
34,Private,34862,Bachelors,13,Divorced,Sales,3,2,0,1564,60,1,0,252,-1564
41,Private,34278,Assoc-voc,11,Separated,Other-service,3,2,0,0,40,1,1,253,0
43,Private,242488,Some-college,10,Married-civ-spouse,Adm-clerical,1,2,5013,0,40,1,1,254,5013
52,Private,256861,Bachelors,13,Married-civ-spouse,Exec-managerial,1,2,0,0,50,1,1,255,0
42,Private,169628,Some-college,10,Divorced,Adm-clerical,3,1,0,0,38,1,1,256,0
49,Private,165134,Assoc-voc,11,Never-married,Exec-managerial,5,1,0,0,35,Columbia,1,257,0
19,Private,264593,Some-college,10,Never-married,Sales,6,2,0,0,40,1,1,258,0
23,Private,218343,Assoc-acdm,12,Never-married,Sales,2,1,0,0,40,1,1,259,0
28,Private,189530,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,1,2,0,0,40,1,0,260,0
61,Private,40269,Some-college,10,Married-civ-spouse,Sales,1,2,0,0,40,1,0,261,0
34,Private,203463,Some-college,10,Divorced,Sales,3,1,0,0,40,1,1,262,0
28,Private,299422,7th-8th,4,Married-civ-spouse,Handlers-cleaners,1,2,0,0,40,Mexico,1,263,0
33,State-gov,174171,Some-college,10,Separated,Tech-support,3,2,0,0,12,1,1,264,0
54,Self-emp-not-inc,269068,Prof-school,15,Married-civ-spouse,Prof-specialty,1,2,99999,0,50,Philippines,0,265,99999
18,State-gov,76142,11th,7,Never-married,Other-service,2,2,0,0,8,1,1,266,0
52,Private,150393,Bachelors,13,Married-civ-spouse,2,1,2,0,0,40,1,0,267,0
19,Private,121240,HS-grad,9,Never-married,Other-service,3,2,0,0,30,1,1,268,0
23,Local-gov,247731,HS-grad,9,Divorced,Adm-clerical,2,1,0,0,40,Cuba,1,269,0
45,Private,738812,HS-grad,9,Married-civ-spouse,Craft-repair,1,2,0,0,46,1,1,270,0
24,Private,92609,Bachelors,13,Never-married,Exec-managerial,2,2,0,0,45,1,1,271,0
53,Private,167651,HS-grad,9,Married-civ-spouse,Craft-repair,1,2,0,0,40,1,0,272,0
21,Private,182117,Some-college,10,Never-married,Other-service,2,2,0,0,15,1,1,273,0
35,Private,187119,Some-college,10,Divorced,Exec-managerial,3,1,0,0,70,1,1,274,0
54,Private,200098,Bachelors,13,Divorced,Sales,3,1,0,0,60,1,1,275,0
20,,144685,Some-college,10,Never-married,,2,1,0,1602,40,Taiwan,1,276,-1602
31,,259120,Some-college,10,Married-civ-spouse,,4,1,0,0,10,1,1,277,0
58,Private,357788,HS-grad,9,Married-civ-spouse,Craft-repair,1,2,0,0,40,1,1,278,0
47,Self-emp-not-inc,158451,Some-college,10,Divorced,Other-service,3,1,0,0,45,1,1,279,0
44,Private,222596,HS-grad,9,Divorced,Tech-support,3,2,0,0,50,1,0,280,0
20,Private,105686,HS-grad,9,Never-married,2,3,2,0,0,40,1,1,281,0
25,Private,189590,Bachelors,13,Never-married,Tech-support,3,2,0,0,40,1,1,282,0
61,Private,51170,HS-grad,9,Married-civ-spouse,Craft-repair,1,2,0,0,55,1,1,283,0
